id,community_names,region,price,total_price,house_types,area,orientation,decoration,floor_levels,build_time,building_types
2201,远洋一方花语苑 ,双桥,"43,935元/平",339,2室1厅,77.16平米,西北,精装,中楼层(共9层) ,,板塔结合
2202,翡翠城二期 ,高米店,"35,809元/平",500,3室2厅,139.63平米,南 北,精装,3层 ,,板楼
2203,裕龙三区 ,顺义城,"31,929元/平",225,2室1厅,70.47平米,南,简装,中楼层(共22层),2009年,板塔结合
2204,路劲御和府 ,顺义其它,"34,263元/平",279,3室2厅,81.43平米,南 北,精装,低楼层(共11层) ,,板楼
2205,御园E区 ,大兴新机场,"17,841元/平",135,2室1厅,75.67平米,南,简装,低楼层(共14层),2014年,板楼
2206,手帕口北街 ,广安门,"77,305元/平",390,2室1厅,50.45平米,南,精装,中楼层(共6层) ,,板楼
2207,首开畅颐园 ,东坝,"42,003元/平",245,1室1厅,58.33平米,南,简装,中楼层(共29层) ,,板楼
2208,东恒时代二期 ,四惠,"88,679元/平",860,2室2厅,96.98平米,南 北,精装,中楼层(共16层) ,,板楼
2209,鼓楼西区 ,鼓楼街道,"29,666元/平",165,1室2厅,55.62平米,南,精装,低楼层(共6层) ,,板楼
2210,小羊宜宾胡同 ,建国门内,"91,230元/平",543,2室1厅,59.52平米,南 北,简装,低楼层(共16层) ,,塔楼
2211,绿景馨园 ,广渠门,"90,158元/平",469,2室1厅,52.02平米,南,简装,顶层(共6层),2004年,板楼
2212,上海沙龙 ,亦庄,"49,197元/平",750,3室2厅,152.45平米,南 西 北,精装,顶层(共9层) ,,板楼
2213,中关村北一条 ,五道口,"120,413元/平",525,1室1厅,43.6平米,南,简装,底层(共5层),1990年,板楼
2214,长海御墅 ,房山其它,"12,994元/平",52,1室1厅,40.02平米,西,毛坯,高楼层(共6层) ,,板楼
2215,西便门西里 ,木樨地,"95,088元/平",660,3室1厅,69.41平米,南 北,精装,中楼层(共6层) ,,板楼
2216,馨岛苑 ,常营,"36,469元/平",259,1室1厅,71.02平米,南,简装,顶层(共11层) ,,板塔结合
2217,万科金域东郡 ,亦庄河西区,"68,426元/平",620,3室1厅,90.61平米,南 北,精装,中楼层(共9层) ,,板楼
2218,金隅泰和园 ,高碑店,"48,040元/平",359,2室1厅,74.73平米,南 北,简装,11层,2013年,板楼
2219,国际港 ,燕莎,"60,237元/平",845,3室1厅,140.28平米,南,精装,中楼层(共23层),2002年,塔楼
2220,华威西里 ,潘家园,"49,032元/平",210,1室1厅,42.83平米,南 北,简装,高楼层(共18层),2013年,塔楼
2221,古城南路 ,古城,"39,938元/平",178,2室1厅,44.57平米,南 北,精装,顶层(共5层),1975年,板楼
2222,广渠家园 ,广渠门,"81,216元/平",409,1室1厅,50.36平米,东,精装,顶层(共28层) ,,塔楼
2223,伟业嘉园西里 ,良乡,"23,060元/平",169,2室1厅,73.29平米,南 北,精装,中楼层(共7层),2005年,板楼
2224,亚奥金茂悦 ,北苑,"78,161元/平",758,2室1厅,96.98平米,西南,精装,高楼层(共18层),2014年,板楼
2225,中关村 ,中关村,"96,275元/平",460,1室1厅,47.78平米,南 西,简装,顶层(共6层) ,,板楼
2226,保利大都汇 ,万达,"27,530元/平",145,1室1厅,52.67平米,西北,精装,低楼层(共22层),2017年,塔楼
2227,焦各庄街2号院 ,顺义其它,"21,629元/平",349,4室2厅,161.36平米,南 北,精装,低楼层(共11层),2011年,板塔结合
2228,云立方 ,天宫院,"37,956元/平",297,2室1厅,78.25平米,南,简装,中楼层(共21层),2014年,板楼
2229,雪梨澳乡A区 ,西三旗,"60,300元/平",1120,3室2厅,185.74平米,南 北,精装,顶层(共4层) ,,板楼
2230,前门东大街 ,前门,"78,252元/平",562,3室1厅,71.82平米,南 北,精装,中楼层(共12层),1979年,板楼
2231,双合家园D区 ,垡头,"34,590元/平",190,1室1厅,54.93平米,南,简装,顶层(共22层),2013年,板楼
2232,怡然家园6号院 ,角门,"23,624元/平",166,1室0厅,70.27平米,东南,简装,14层,2010年,板楼
2233,石韵浩庭 ,大望路,"99,069元/平",670,2室2厅,67.63平米,西南,简装,中楼层(共15层),2004年,板楼
2234,首开缇香郡二期 ,通州其它,"19,227元/平",170,3室1厅,88.42平米,南 北,其他,中楼层(共11层),2017年,板楼
2235,艺苑桐城 ,黄村火车站,"34,272元/平",280,2室1厅,81.7平米,南,其他,顶层(共18层),2010年,板楼
2236,中铁花溪渡 ,马坡,"28,414元/平",335,3室1厅,117.9平米,南 北,简装,底层(共18层),2014年,板楼
2237,首开缇香郡 ,通州其它,"20,813元/平",185,3室1厅,88.89平米,南 西 北,简装,中楼层(共8层),2016年,板楼
2238,柏林爱乐一期 ,常营,"49,469元/平",326,1室1厅,65.9平米,东,精装,低楼层(共11层),2002年,板楼
2239,万润风景 ,菜户营,"60,493元/平",548,2室2厅,90.59平米,南 北,精装,中楼层(共11层),2006年,板楼
2240,十里春风 ,通州其它,"14,609元/平",133,3室1厅,91.04平米,南 北,精装,高楼层(共27层),2020年,板塔结合
2241,绿城百合公寓南区 ,阎村,"14,840元/平",216,4室2厅,145.56平米,南 北,简装,顶层(共6层) ,,板楼
2242,瑞雪春堂 ,良乡,"25,217元/平",125,1室1厅,49.57平米,南,精装,高楼层(共15层),2009年,板楼
2243,双惠苑1号院 ,双桥,"38,952元/平",373,2室1厅,95.76平米,南 北,精装,高楼层(共6层) ,,板楼
2244,左安浦园 ,左安门,"82,606元/平",435,1室1厅,52.66平米,西,简装,高楼层(共14层),2004年,板塔结合
2245,兴华园 ,枣园,"27,959元/平",240,3室1厅,85.84平米,南 北,简装,顶层(共6层) ,,板楼
2246,逸秀名园 ,万达,"37,766元/平",219,1室0厅,57.99平米,南,其他,中楼层(共23层),2004年,板楼
2247,益明园 ,马家堡,"51,259元/平",228,1室0厅,44.48平米,南,简装,顶层(共15层) ,,板楼
2248,鸭子桥南里 ,菜户营,"73,921元/平",445,3室1厅,60.2平米,东 南 西,简装,底层(共6层) ,,板楼
2249,晨光家园A区 ,石佛营,"66,103元/平",539,2室1厅,81.54平米,西南,简装,高楼层(共30层),1999年,塔楼
2250,万达广场公寓 ,CBD,"58,173元/平",720,2室1厅,123.77平米,东 南 北,精装,低楼层(共27层),2005年,塔楼
2251,远见国际公寓 ,广安门,"73,773元/平",499,1室1厅,67.64平米,东,简装,中楼层(共26层),2010年,塔楼
2252,福海棠·华府 ,马家堡,"49,138元/平",279,1室1厅,56.78平米,南,简装,低楼层(共14层),2014年,板塔结合
2253,远见名苑 ,广安门,"109,086元/平",1125,3室2厅,103.13平米,东南,简装,低楼层(共26层),2004年,塔楼
2254,首开缇香郡 ,通州其它,"19,976元/平",176,3室1厅,88.11平米,南 北,精装,中楼层(共5层) ,,板楼
2255,西马庄园 ,通州北苑,"28,197元/平",159,1室1厅,56.39平米,南 北,精装,高楼层(共6层),1999年,板楼
2256,天堂河北区 ,天宫院,"21,232元/平",150,2室1厅,70.65平米,南 北,精装,中楼层(共4层),1987年,板楼
2257,南庭新苑南区 ,新宫,"30,683元/平",152,1室1厅,49.54平米,西,简装,中楼层(共15层),2012年,塔楼
2258,北潞冠家园 ,良乡,"21,110元/平",185,2室1厅,87.64平米,南 北,精装,中楼层(共6层),2004年,板楼
2259,和平街十五区 ,和平里,"53,557元/平",262,1室1厅,48.92平米,东,简装,中楼层(共14层),1988年,板塔结合
2260,领秀慧谷D2区 ,回龙观,"60,700元/平",729,3室2厅,120.1平米,南 北,简装,高楼层(共13层) ,,板楼
2261,翠成馨园A区 ,垡头,"36,457元/平",379,2室1厅,103.96平米,东南 北,简装,高楼层(共21层) ,,塔楼
2262,柏林爱乐四期 ,常营,"55,075元/平",369,1室1厅,67平米,西,其他,中楼层(共11层),2008年,板楼
2263,曙光里 ,三元桥,"64,744元/平",368,2室1厅,56.84平米,南 北,精装,中楼层(共6层) ,,板楼
2264,潘家园东里 ,潘家园,"54,619元/平",259,1室1厅,47.42平米,南,精装,低楼层(共18层),2001年,塔楼
2265,曙光里 ,三元桥,"59,713元/平",320,2室1厅,53.59平米,东南 西北,简装,中楼层(共5层) ,,板楼
2266,住欣家园 ,常营,"37,329元/平",185,1室1厅,49.56平米,西,简装,低楼层(共28层),2010年,塔楼
2267,幸福时光 ,梨园,"28,610元/平",258,2室2厅,90.18平米,南 北,精装,高楼层(共6层),2004年,板楼
2268,慧忠北里第二社区 ,亚运村,"68,132元/平",490,2室1厅,71.92平米,南 北,简装,中楼层(共6层) ,,板楼
2269,柏林爱乐三期 ,常营,"52,203元/平",359,1室1厅,68.77平米,南,精装,中楼层(共11层) ,,板楼
2270,模式口东里 ,苹果园,"28,961元/平",170,2室1厅,58.7平米,南 北,简装,顶层(共6层),1991年,板楼
2271,鸿坤理想城礼域府 ,西红门,"48,762元/平",435,2室1厅,89.21平米,南 北,简装,高楼层(共8层) ,,板塔结合
2272,名佳花园三区 ,北七家,"35,145元/平",295,2室1厅,83.94平米,南 北,简装,6层 ,,板楼
2273,东丽温泉 ,洋桥,"48,138元/平",230,1室1厅,47.78平米,北,简装,18层 ,,塔楼
2274,盛今大厦 ,六里桥,"47,356元/平",590,3室1厅,124.59平米,西北,简装,中楼层(共23层),2003年,塔楼
2275,苹果社区南区 ,双井,"78,137元/平",1258,4室1厅,161平米,南 北,精装,27层,2005年,板塔结合
2276,天恒乐墅 ,阎村,"37,276元/平",690,6室3厅,185.11平米,南 北,精装,中楼层(共4层),2015年,板楼
2277,天和人家 ,南沙滩,"64,654元/平",698,2室1厅,107.96平米,东,精装,低楼层(共18层),2004年,板塔结合
2278,延静西里 ,红庙,"50,508元/平",428,3室1厅,84.74平米,南 北,简装,底层(共15层),1987年,板塔结合
2279,科学园南里六区 ,南沙滩,"68,565元/平",460,2室1厅,67.09平米,东南,简装,高楼层(共21层) ,,塔楼
2280,观音惠园 ,百子湾,"36,989元/平",538,3室2厅,145.45平米,南 北,精装,中楼层(共6层) ,,板楼
2281,首开畅颐园 ,东坝,"42,003元/平",245,1室1厅,58.33平米,南,简装,中楼层(共29层) ,,板楼
2282,庑殿家苑B区 ,旧宫,"33,173元/平",158,1室0厅,47.63平米,南,简装,中楼层(共18层),2015年,板楼
2283,阳光邑上 ,良乡,"26,853元/平",183,2室1厅,68.15平米,东 西 北,精装,中楼层(共6层),2011年,板楼
2284,佳和宜园 ,马坡,"18,913元/平",169,2室2厅,89.36平米,南 北,精装,顶层(共6层),2009年,板塔结合
2285,二里庄北里 ,二里庄,"66,853元/平",480,3室1厅,71.8平米,南 北,简装,高楼层(共6层) ,,板楼
2286,翡翠城二期 ,高米店,"35,809元/平",500,3室2厅,139.63平米,南 北,精装,3层 ,,板楼
2287,裕龙三区 ,顺义城,"31,929元/平",225,2室1厅,70.47平米,南,简装,中楼层(共22层),2009年,板塔结合
2288,白广路6号院 ,牛街,"87,530元/平",770,3室1厅,87.97平米,南 西 北,简装,中楼层(共6层),1994年,板楼
2289,远洋一方花语苑 ,双桥,"43,935元/平",339,2室1厅,77.16平米,西北,精装,中楼层(共9层) ,,板塔结合
2290,龙博苑二区 ,回龙观,"47,281元/平",412,3室1厅,87.14平米,南 北,精装,7层 ,,板楼
2291,富华家园 ,高碑店,"35,470元/平",186,1室0厅,52.44平米,北,精装,低楼层(共22层),2003年,塔楼
2292,金地华著 ,白石桥,"106,995元/平",950,2室1厅,88.79平米,南 北,其他,中楼层(共15层) ,,板楼
2293,万年花城二期 ,玉泉营,"61,279元/平",690,3室1厅,112.6平米,南 西,简装,低楼层(共27层),2007年,塔楼
2294,首开熙悦山熹园3号院 ,长阳,"35,550元/平",370,3室2厅,104.08平米,南 北,精装,低楼层(共9层),2013年,板楼
2295,保利首开丽湾家园 ,东坝,"48,666元/平",425,2室1厅,87.33平米,东南,精装,低楼层(共29层),2017年,板楼
2296,瀛海家园逸园A区 ,瀛海,"32,352元/平",278,2室1厅,85.93平米,南 北,其他,低楼层(共15层) ,,板楼
2297,天朗园 ,奥林匹克公园,"45,999元/平",350,2室1厅,76.09平米,北,简装,低楼层(共30层),2005年,塔楼
2298,永新小区 ,大峪,"20,589元/平",126,2室1厅,61.2平米,南 北,简装,顶层(共6层) ,,板楼
2299,领地OFFICE ,奥林匹克公园,"35,625元/平",268,1室1厅,75.23平米,西,精装,11层,2005年,板楼
2300,汇都家园 ,怀柔,"30,924元/平",275,3室1厅,88.93平米,南 北,其他,底层(共6层) ,,板楼
2301,万象新天四区 ,常营,"53,621元/平",425,2室1厅,79.26平米,东 西,简装,中楼层(共5层) ,,板楼
2302,恒大滨河左岸北区 ,良乡,"19,890元/平",169,2室1厅,84.97平米,东,精装,高楼层(共15层) ,,板楼
2303,北花园小区1号院 ,双桥,"36,325元/平",370,3室1厅,101.86平米,南 北,简装,高楼层(共29层) ,,板楼
2304,草桥欣园三区 ,草桥,"63,347元/平",360,1室1厅,56.83平米,南 北,简装,中楼层(共7层) ,,板楼
2305,天宁寺东里 ,天宁寺,"105,207元/平",390,1室1厅,37.07平米,南,精装,底层(共6层) ,,板楼
2306,怡然家园5号院 ,角门,"44,066元/平",558,3室1厅,126.63平米,南 北,精装,高楼层(共6层),2004年,板楼
2307,手帕口北街 ,广安门,"77,305元/平",390,2室1厅,50.45平米,南,精装,中楼层(共6层) ,,板楼
2308,御园E区 ,大兴新机场,"17,841元/平",135,2室1厅,75.67平米,南,简装,低楼层(共14层),2014年,板楼
2309,路劲御和府 ,顺义其它,"34,263元/平",279,3室2厅,81.43平米,南 北,精装,低楼层(共11层) ,,板楼
2310,曙光里 ,三元桥,"48,265元/平",260,2室1厅,53.87平米,南 北,其他,中楼层(共4层) ,,板楼
2311,设计师广场 ,科技园区,"36,005元/平",173,1室0厅,48.05平米,西南,精装,高楼层(共23层) ,,塔楼
2312,建功北里 ,白纸坊,"75,339元/平",640,3室1厅,84.95平米,东 西,精装,中楼层(共6层) ,,板楼
2313,青年公寓 ,苹果园,"33,304元/平",149,1室1厅,44.74平米,南,精装,中楼层(共14层),1997年,板楼
2314,浅山香邑 ,顺义其它,"11,905元/平",98,2室1厅,82.32平米,南 北,简装,中楼层(共9层),2014年,塔楼
2315,安外大街3号院 ,安定门,"92,669元/平",450,2室1厅,48.56平米,东,简装,高楼层(共12层) ,,板塔结合
2316,仁和花园二区 ,顺义城,"23,570元/平",206,2室1厅,87.4平米,南 北,其他,中楼层(共13层),2013年,板楼
2317,双合家园D区 ,垡头,"32,188元/平",280,2室1厅,86.99平米,南,其他,底层(共22层),2013年,板楼
2318,恒大滨河左岸北区 ,良乡,"20,592元/平",140,1室1厅,67.99平米,南 北,精装,中楼层(共9层) ,,板楼
2319,新潮嘉园三期 ,潞苑,"28,139元/平",258,2室1厅,91.69平米,南 北,简装,高楼层(共6层) ,,板楼
2320,瀛海家园逸园A区 ,瀛海,"32,823元/平",195,1室1厅,59.41平米,南,简装,中楼层(共15层),2013年,板楼
2321,玉竹园 ,良乡,"18,724元/平",200,2室3厅,106.82平米,南 北,简装,顶层(共6层),2005年,板楼
2322,金泰先锋北区 ,百子湾,"77,263元/平",718,2室1厅,92.93平米,东 南 北,精装,10层,2008年,板楼
2323,宜兰园 ,花乡,"32,987元/平",209,1室1厅,63.36平米,西南 北,简装,高楼层(共6层) ,,板楼
2324,前进花园一区 ,顺义城,"25,444元/平",192,2室1厅,75.46平米,南 北,精装,6层 ,,板楼
2325,鸿坤理想城礼域府 ,西红门,"48,862元/平",635,3室1厅,129.96平米,南,简装,中楼层(共21层) ,,板塔结合
2326,永定路西里 ,五棵松,"104,943元/平",569,2室1厅,54.22平米,南 北,精装,中楼层(共12层),2000年,板楼
2327,东木樨园 ,木樨园,"43,511元/平",295,2室1厅,67.8平米,南 北,精装,中楼层(共9层),1995年,板塔结合
2328,田家园小区 ,窦店,"11,488元/平",110,2室1厅,95.76平米,南 北,精装,低楼层(共6层) ,,板楼
2329,核桃园北里 ,东大桥,"92,318元/平",590,2室1厅,63.91平米,南 北,简装,底层(共6层),1986年,板楼
2330,金帝花园 ,惠新西街,"91,912元/平",850,2室1厅,92.48平米,南 北,精装,低楼层(共13层) ,,板楼
2331,宏嘉丽园 ,知春路,"77,915元/平",919,2室1厅,117.95平米,东南 北,精装,低楼层(共24层),2001年,塔楼
2332,富东嘉园 ,东坝,"46,525元/平",488,2室1厅,104.89平米,东南,精装,高楼层(共9层),2007年,塔楼
2333,六里屯东里 ,甜水园,"60,760元/平",325,2室1厅,53.49平米,南 北,精装,低楼层(共6层),1983年,板楼
2334,绿湾星苑 ,良乡,"23,546元/平",138,1室1厅,58.61平米,南,精装,中楼层(共9层),2018年,板楼
2335,东恒时代三期 ,四惠,"52,495元/平",322,1室0厅,61.34平米,西,精装,27层,2008年,塔楼
2336,康家园 ,甘露园,"50,058元/平",392,3室1厅,78.31平米,东 南 北,简装,高楼层(共6层),1998年,板楼
2337,中骏西山天璟 ,城子,"45,113元/平",509,4室2厅,112.83平米,南 北,精装,低楼层(共18层),2020年,板楼
2338,金蝉南里 ,欢乐谷,"41,239元/平",233,1室1厅,56.5平米,北,精装,低楼层(共21层),2020年,板塔结合
2339,东恒时代二期 ,四惠,"77,513元/平",425,1室1厅,54.83平米,西北,精装,中楼层(共16层),2006年,板楼
2340,公园1872 ,石佛营,"78,457元/平",2200,4室2厅,280.41平米,南 北,精装,低楼层(共17层) ,,板楼
2341,万年花城三期 ,玉泉营,"58,689元/平",690,3室1厅,117.57平米,南 北,简装,顶层(共20层) ,,板塔结合
2342,团结湖北头条 ,团结湖,"65,071元/平",288,1室1厅,44.26平米,南 北,精装,10层,1982年,板楼
2343,滨河西里南区 ,枣园,"32,738元/平",185,2室2厅,56.51平米,南 北,精装,底层(共6层),1991年,板楼
2344,罗庄西里 ,知春路,"95,313元/平",549,2室1厅,57.6平米,南 北,精装,中楼层(共6层),1998年,板楼
2345,恒富花园2号院 ,科技园区,"41,670元/平",565,3室1厅,135.59平米,西南,简装,高楼层(共21层) ,,塔楼
2346,温泉花园A区 ,北七家,"18,695元/平",309,3室2厅,165.29平米,南 北,精装,低楼层(共6层) ,,板楼
2347,团结湖北三条 ,团结湖,"56,689元/平",228,1室1厅,40.22平米,南 北,简装,中楼层(共6层),1982年,板楼
2348,华远铭悦园 ,临河里,"31,800元/平",235,2室1厅,73.9平米,南 北,精装,27层,2014年,板楼
2349,燕保祈东家园二期 ,垡头,"35,179元/平",279,2室1厅,79.31平米,南,精装,高楼层(共28层),2017年,板楼
2350,小关北里 ,惠新西街,"64,274元/平",435,2室1厅,67.68平米,南 北,精装,低楼层(共12层) ,,板楼
2351,花园北路乙28号院 ,牡丹园,"78,662元/平",435,2室1厅,55.3平米,南 北,精装,高楼层(共6层) ,,板楼
2352,中晟馨苑2号院 ,马坡,"21,467元/平",149,1室1厅,69.41平米,南,简装,高楼层(共19层),2015年,板楼
2353,圣馨家园 ,西坝河,"93,108元/平",928,2室1厅,99.67平米,西南,精装,高楼层(共13层) ,,板楼
2354,长阳国际城二区 ,长阳,"29,479元/平",238.6,2室1厅,80.94平米,南,简装,低楼层(共20层),2012年,板塔结合
2355,长阳半岛2号院 ,长阳,"34,780元/平",307,2室1厅,88.27平米,南 北,精装,低楼层(共28层),2012年,板塔结合
2356,富力尚悦居A区 ,通州其它,"30,204元/平",339,3室2厅,112.24平米,南 北,精装,低楼层(共20层),2015年,板楼
2357,宝盛里 ,清河,"52,881元/平",335,1室1厅,63.35平米,南,简装,中楼层(共9层) ,,板楼
2358,八角北里 ,八角,"38,870元/平",165,1室1厅,42.45平米,南,精装,顶层(共6层),1985年,板楼
2359,永泰东里 ,清河,"50,506元/平",355,3室1厅,70.29平米,东 南 西,毛坯,顶层(共6层) ,,板楼
2360,田家园小区 ,窦店,"10,414元/平",119,3室1厅,114.27平米,南 北,精装,中楼层(共6层) ,,板楼
2361,合生滨江帝景一期 ,玉桥,"45,257元/平",405,2室1厅,89.49平米,南,精装,高楼层(共18层),2014年,板楼
2362,DBC加州小镇 ,临河里,"34,895元/平",435,3室2厅,124.66平米,南 北,简装,中楼层(共11层),2005年,板楼
2363,康泽佳苑南区 ,长阳,"24,861元/平",138,2室1厅,55.51平米,南,精装,低楼层(共28层),2014年,板塔结合
2364,中国农业大学家属院 ,学院路,"86,487元/平",560,2室1厅,64.75平米,南 北,简装,中楼层(共6层) ,,板楼
2365,万宁小区 ,城关,"11,730元/平",59,2室1厅,50.3平米,南 北,其他,顶层(共6层) ,,板楼
2366,后现代城A区 ,大望路,"48,853元/平",247,1室0厅,50.56平米,北,精装,中楼层(共14层),2004年,板塔结合
2367,北苑家园紫绶园 ,北苑,"47,719元/平",342,2室1厅,71.67平米,南 北,精装,顶层(共12层),2000年,板楼
2368,红庙北里 ,红庙,"51,400元/平",213,1室1厅,41.44平米,南,简装,底层(共6层),1986年,板楼
2369,胜古馨园 ,惠新西街,"99,994元/平",1430,3室2厅,143.01平米,南 北,精装,低楼层(共12层) ,,板楼
2370,甘露园南里 ,甘露园,"39,572元/平",229,2室1厅,57.87平米,东 西,精装,顶层(共6层) ,,板楼
2371,奥林匹克花园三期 ,东坝,"62,083元/平",679,2室1厅,109.37平米,南 北,精装,中楼层(共10层),2007年,板楼
2372,樊家村甲6号院 ,玉泉营,"51,838元/平",299,1室1厅,57.68平米,南,简装,中楼层(共8层),2011年,板楼
2373,禧福汇 ,大望路,"92,225元/平",886,2室1厅,96.07平米,南 西,简装,高楼层(共20层),2009年,板塔结合
2374,西辛南区 ,顺义城,"26,494元/平",228,2室2厅,86.06平米,南 北,精装,6层,1994年,板楼
2375,龙湾别墅 ,中央别墅区,"53,340元/平",1880,5室3厅,352.46平米,南 北,精装,3层 ,,板楼
2376,义宾南区 ,顺义城,"25,724元/平",239,2室1厅,92.91平米,南 北,简装,中楼层(共6层) ,,板楼
2377,圣馨大地 ,望京,"59,415元/平",799,2室2厅,134.48平米,南,简装,24层,2001年,塔楼
2378,新景家园东区 ,崇文门,"108,813元/平",1010,3室1厅,92.82平米,南,简装,中楼层(共10层) ,,板塔结合
2379,政馨园三区 ,宋家庄,"37,676元/平",249,1室1厅,66.09平米,北,简装,低楼层(共21层) ,,塔楼
2380,新华联锦园 ,通州北苑,"36,327元/平",339,2室2厅,93.32平米,北 南,精装,中楼层(共6层) ,,板楼
2381,朝悦居 ,望京,"63,852元/平",505,2室1厅,79.09平米,南,精装,高楼层(共28层) ,,板楼
2382,京通苑 ,管庄,"38,542元/平",279,2室1厅,72.39平米,东南,简装,中楼层(共24层),1998年,塔楼
2383,新中西街 ,朝阳门外,"77,042元/平",451,2室1厅,58.54平米,南 北,精装,顶层(共7层) ,,板楼
2384,永乐东区 ,鲁谷,"45,857元/平",275,2室1厅,59.97平米,东南,精装,底层(共20层),1988年,塔楼
2385,新中西街 ,朝阳门外,"97,807元/平",379,1室1厅,38.75平米,南,精装,中楼层(共7层) ,,板楼
2386,晨新园 ,马家堡,"53,631元/平",226,1室1厅,42.14平米,南,精装,4层,1998年,板楼
2387,东幸福街 ,北大地,"53,109元/平",299,2室1厅,56.3平米,南 北,其他,中楼层(共6层) ,,板楼
2388,水科院 ,军博,"101,080元/平",468,1室1厅,46.3平米,东南,简装,高楼层(共16层),1993年,塔楼
2389,平原里小区 ,牛街,"85,133元/平",410,1室1厅,48.16平米,东 西,精装,中楼层(共9层),1999年,板楼
2390,富泉花园 ,东关,"46,991元/平",666,3室1厅,141.73平米,南 北,精装,底层(共3层) ,,板楼
2391,当代城市家园 ,上地,"79,585元/平",368,1室0厅,46.24平米,南,精装,中楼层(共12层),2002年,板塔结合
2392,朝阳门内大街 ,朝阳门内,"81,168元/平",556,2室1厅,68.5平米,南,精装,中楼层(共5层) ,,板楼
2393,首开国风美唐三期 ,回龙观,"60,718元/平",775,3室2厅,127.64平米,南 北,精装,18层,2016年,板楼
2394,华严北里2号院 ,健翔桥,"71,045元/平",370,2室1厅,52.08平米,南,简装,底层(共6层) ,,板楼
2395,万科金域东郡 ,亦庄河西区,"64,504元/平",483,2室1厅,74.88平米,南,精装,中楼层(共28层),2016年,板塔结合
2396,远洋新干线 ,燕莎,"67,462元/平",679,2室1厅,100.65平米,东南,精装,21层,2005年,塔楼
2397,石佛营东里小区 ,石佛营,"41,141元/平",202,1室1厅,49.1平米,南,其他,顶层(共6层),1996年,板楼
2398,首创·美澜湾D区 ,大兴其它,"33,514元/平",298,2室1厅,88.92平米,南 北,简装,高楼层(共16层) ,,板楼
2399,东花市大街2号院 ,东花市,"79,120元/平",435,2室1厅,54.98平米,南 北,简装,顶层(共6层) ,,板楼
2400,朝新嘉园东里四区 ,东坝,"46,189元/平",415,2室1厅,89.85平米,南,简装,中楼层(共22层),2015年,板楼
2401,紫金新干线 ,霍营,"41,859元/平",364,2室1厅,86.96平米,南 北,简装,顶层(共6层),2009年,板楼
2402,碧波园 ,长阳,"22,608元/平",265,2室2厅,117.22平米,南 北,简装,中楼层(共6层) ,,板楼
2403,海晟名苑北区 ,工体,"87,681元/平",400,1室0厅,45.62平米,西,精装,16层,2007年,板塔结合
2404,金海国际南区 ,百子湾,"58,880元/平",930,3室2厅,157.95平米,南 北,简装,高楼层(共18层),2005年,板楼
2405,芳城园一区 ,方庄,"50,212元/平",320,2室1厅,63.73平米,西南,简装,低楼层(共25层) ,,塔楼
2406,通惠家园 ,四惠,"45,545元/平",345,2室1厅,75.75平米,东,简装,28层,2001年,板塔结合
2407,优点社区 ,常营,"45,476元/平",489,3室1厅,107.53平米,南 北,简装,10层 ,,板楼
2408,润景园 ,顺义其它,"15,666元/平",103,1室1厅,65.75平米,南,简装,顶层(共10层),2017年,板塔结合
2409,国际花园4号院 ,长阳,"29,935元/平",268,3室1厅,89.53平米,南 北,简装,低楼层(共18层),2014年,板楼
2410,易构空间 ,大望路,"50,162元/平",249,1室1厅,49.64平米,北,精装,28层,2004年,塔楼
2411,安贞西里 ,安贞,"55,066元/平",312,2室1厅,56.66平米,东 西,精装,顶层(共6层) ,,板楼
2412,北京经开壹中心 ,亦庄,"59,779元/平",265,1室0厅,44.33平米,南,简装,顶层(共11层) ,,板楼
2413,南海雅苑北区 ,亦庄河西区,"26,796元/平",163,1室1厅,60.83平米,东,精装,低楼层(共22层),2015年,塔楼
2414,明发雅苑 ,天宫院,"33,040元/平",345,3室1厅,104.42平米,南 北,精装,高楼层(共26层) ,,板楼
2415,建东苑 ,管庄,"41,067元/平",348,3室1厅,84.74平米,南 西 北,简装,中楼层(共6层),2000年,板楼
2416,京棉新城二厂 ,四惠,"46,970元/平",379,2室1厅,80.69平米,东南 东,简装,低楼层(共28层) ,,塔楼
2417,郁金香舍 ,亦庄,"48,836元/平",730,3室2厅,149.48平米,南 北,精装,9层 ,,板楼
2418,弘善家园 ,潘家园,"51,153元/平",426,2室1厅,83.28平米,南 东,简装,中楼层(共28层),2012年,塔楼
2419,芳城园三区 ,方庄,"64,242元/平",415,2室1厅,64.6平米,南,简装,高楼层(共25层),1994年,塔楼
2420,白纸坊东街 ,右安门内,"85,463元/平",495,2室1厅,57.92平米,东 西,简装,中楼层(共6层),1983年,板楼
2421,文慧园 ,小西天,"80,619元/平",485,2室1厅,60.16平米,南 北,精装,中楼层(共6层) ,,板楼
2422,建材城西路85号院 ,西三旗,"41,594元/平",330,2室1厅,79.34平米,南 北,简装,5层,1985年,板楼
2423,北街家园七区 ,沙河,"37,799元/平",340,3室1厅,89.95平米,南 北,精装,低楼层(共18层) ,,板楼
2424,和平街十区 ,和平里,"89,072元/平",498,2室1厅,55.91平米,南 西 北,简装,底层(共5层) ,,板楼
2425,潘家园南里 ,潘家园,"48,582元/平",310,2室1厅,63.81平米,南 北,精装,高楼层(共6层) ,,板楼
2426,水仙园 ,武夷花园,"40,172元/平",159,1室1厅,39.58平米,南,简装,底层(共6层) ,,板楼
